"","ID","AH","aquatic","ave","barren","crop","dev","forest","grass","high","LO","low","max","shrub","water","id"
"1",1,0.54019021987915,0.349837213754654,0.103631056845188,0.393656820058823,0.00287019368261099,0.00273003312759101,2.46206254814751e-05,0.0284171923995018,0.0622333846986294,0.0381279103457928,0.93776661157608,0.113940380513668,0.221111714839935,0.00135224987752736,"both_61"
"2",2,0.411408364772797,0.148720353841782,0.107995234429836,0.0591409616172314,0.000328551512211561,0.0387631468474865,0.000155094807269052,0.0147164752706885,0.238601878285408,0.00789563544094563,0.761398136615753,0.121372476220131,0.0844230353832245,0.653752386569977,"both_68"
"3",3,0.351852685213089,0.463780373334885,0.499486953020096,0.175979569554329,0.000100454271887429,0.00526658492162824,0.000301900203339756,0.00140281463973224,0.285321742296219,0.153898313641548,0.714678287506104,0.564933836460114,0.191274031996727,0.161894261837006,"both_54"
"4",4,0.468587577342987,0.302299797534943,0.0965098217129707,0.399543017148972,0,0.00252056145109236,0.000101773490314372,0.00732680596411228,0.135138317942619,0.11397360265255,0.864861667156219,0.108141794800758,0.106525883078575,0.181682169437408,"both_52"
"5",5,0.182277694344521,0.3381068110466,0.0941650345921516,0.370333731174469,0.000117921757919248,0.00951390527188778,0.00114521814975888,0.011006779037416,0.0806572735309601,0.0681560412049294,0.919342756271362,0.105990216135979,0.196526065468788,0.0732495337724686,"both_40"
"6",6,0.369240015745163,0.836744666099548,0.0747653469443321,0.0682752877473831,0.00330047984607518,0.0273426193743944,0.000990544096566737,0.011979210190475,0.177259758114815,0.015004706569016,0.822740256786346,0.0983836650848389,0.0219938717782497,0.0293733105063438,"both_22"
"7",7,0.187937870621681,0.0892653614282608,0.882239580154419,0.0251810383051634,0.299830079078674,0.0289284568279982,0.00560524500906467,0.127964198589325,0.308180123567581,0.00369151751510799,0.691819846630096,1.00842237472534,0.409601777791977,0.0136238681152463,"both_46"
"8",8,0.500212550163269,0.44804510474205,0.164845839142799,0.0137745412066579,0.0355574712157249,0.0233610272407532,0.0182389542460442,0.28563004732132,0.0795564204454422,0.00865616369992495,0.920443594455719,0.199703872203827,0.0617734789848328,0.113619387149811,"both_20"
"9",9,0.546695709228516,0.346792489290237,0.301597744226456,0.12941575050354,0,0.0701439753174782,0.00332815898582339,0.089916318655014,0.0842512622475624,0.0196513626724482,0.915748715400696,0.350266307592392,0.142146199941635,0.21825709939003,"both_79"
"10",10,0.311555624008179,0.0139386402443051,0.510567247867584,0.00463645765557885,0.64753931760788,0.040258876979351,0.0446444116532803,0.101657301187515,0.38670015335083,0.00796712562441826,0.61329984664917,0.631520092487335,0.126012861728668,0.0213121138513088,"both_36"
"11",11,0.17774923145771,0.1066659912467,1.0639636516571,0.0133923497051001,0.0964138060808182,0.0504675544798374,0.00355713535100222,0.209391951560974,0.401240706443787,0.0179726667702198,0.598759293556213,1.22602140903473,0.510311663150787,0.00979954469949007,"both_55"
"12",12,0.213930800557137,0.461272180080414,0.0952197387814522,0.230292767286301,0,0.0361416563391685,5.57267158001196e-05,0.0998719558119774,0.0971765220165253,0.0406138189136982,0.902823507785797,0.106262437999249,0.168334543704987,0.0040311673656106,"both_82"
"13",13,0.298931002616882,0.218156769871712,0.126370996236801,0.650883078575134,0.000114525879325811,0.0176565796136856,0.000114525879325811,0.0149718159809709,0.12572705745697,0.00852665025740862,0.87427294254303,0.142563194036484,0.0973340049386024,0.000768692058045417,"both_90"
"14",14,0.212865114212036,0.35672527551651,0.139617100358009,0.364988833665848,0.000932447088416666,0.0379116199910641,0.000472453306429088,0.0253445841372013,0.170951813459396,0.0113944001495838,0.829048156738281,0.160691171884537,0.161125048995018,0.0524997413158417,"both_91"
"15",15,0.209795027971268,0.280450046062469,0.113660410046577,0.378637880086899,0.000239865577896126,0.0789725035429001,0.000535568979103118,0.084671176970005,0.106640160083771,0.0446231327950954,0.893359839916229,0.131382569670677,0.175952836871147,0.000540096138138324,"both_92"
"16",16,0.713165163993835,0.437434405088425,0.507637619972229,0.0158479064702988,0.344964861869812,0.0302669759839773,0.00208797981031239,0.130750626325607,0.334013402462006,0.0246933996677399,0.665986597537994,0.572640717029572,0.033452931791544,0.00519431242719293,"both_41"
"17",17,0.728004932403564,0.539465665817261,0.401885032653809,0.00741005456075072,0.00532343471422791,0.0367229096591473,0.00171977188438177,0.252522855997086,0.140353158116341,0.0222660731524229,0.859646856784821,0.462850779294968,0.135402143001556,0.0214331205934286,"both_32"
"18",18,0.714347660541534,0.560954034328461,0.480486333370209,0.0315086543560028,0,0.0293513759970665,0.000113016198156402,0.12343867868185,0.161740481853485,0.0185409504920244,0.838259518146515,0.56455934047699,0.247243344783783,0.00739088747650385,"both_26"
"19",19,0.455480873584747,0.368136674165726,0.193787083029747,0.263511717319489,0,0.0210820194333792,0.000128219311591238,0.0287786684930325,0.181599363684654,0.0180754121392965,0.818400621414185,0.249575316905975,0.209558755159378,0.108803957700729,"both_16"
"20",20,0.238251551985741,0.328371405601501,0.385325759649277,0.0708955302834511,0,0.0257675275206566,0.00594191532582045,0.0909139290452003,0.256569683551788,0.0436852015554905,0.743430316448212,0.493599593639374,0.104025393724442,0.374084264039993,"both_24"
"21",21,0.364953428506851,0.140234172344208,0.952616274356842,0.0378033146262169,0.0335451811552048,0.0297455079853535,0.0182771589607,0.217173367738724,0.273645043373108,0.239546224474907,0.726354956626892,1.21584367752075,0.519565880298615,0.00365540478378534,"both_1"
"22",22,0.475117385387421,0.288352310657501,0.132520690560341,0.0497525334358215,0.105281956493855,0.0593181513249874,0.00376132619567215,0.0420733541250229,0.102821938693523,0.0383332446217537,0.897178053855896,0.16656568646431,0.449848800897598,0.0016115652397275,"both_4"
"23",23,0.446257531642914,0.390016466379166,0.101332947611809,0.0831839516758919,0.106463588774204,0.0371154434978962,0.00873213354498148,0.0681390464305878,0.0952305942773819,0.0474954396486282,0.904769420623779,0.130660504102707,0.30509540438652,0.00125397078227252,"both_2"
"24",24,0.011757044121623,0,0,0.999733626842499,0,0,0,0.000266335759079084,0,0.0035236191470176,0,0,0,0,"both_4island"
"25",26,0.00355331390164793,0.0663608312606812,5.12170481670182e-06,0.102914206683636,0,0,0,0.063841849565506,0,0.00161237816791981,0,1.3048334949417e-05,0.000260297209024429,0.76662278175354,"both_19island"
"26",27,0.843398988246918,0.802884757518768,0.0339448638260365,0.0657345503568649,7.01289318385534e-05,0.0170066431164742,0.00117026781663299,0.0595951825380325,0.014840048737824,0.0183165855705738,0.985159933567047,0.0404817461967468,0.0534428171813488,9.56738876993768e-05,"both_7"
"27",28,0.743440747261047,0.815876722335815,0.00119090883526951,0.0819206535816193,0,0.00963907688856125,0.000851264630910009,0.0586019270122051,0.0122199589386582,0.0133908987045288,0.987780034542084,0.00134682818315923,0.03304049000144,6.98470612405799e-05,"both_10"
"28",29,0.438590049743652,0.835358321666718,0.0649126917123795,0.0534281432628632,0.00237515126354992,0.0199708510190248,0.0042043044231832,0.0535331480205059,0.0910037383437157,0.0169536657631397,0.908996284008026,0.0800410211086273,0.0310112945735455,0.000118757547170389,"both_11"
"29",30,0.280186980962753,0.51933217048645,0.240439340472221,0.0807826519012451,0,0.0293590854853392,0.00499054696410894,0.0151992347091436,0.117905348539352,0.0312556959688663,0.882094621658325,0.295167416334152,0.272970110177994,0.0773661956191063,"both_12"
"30",31,0.501984298229218,0.816584527492523,0.0949472859501839,0.031711108982563,8.44405731186271e-05,0.0229816809296608,0.000328049092786387,0.0160489212721586,0.148685410618782,0.0194016732275486,0.851314604282379,0.121060527861118,0.0329149253666401,0.0793463960289955,"both_17"
"31",32,0.382389187812805,0.703914403915405,0.162001177668571,0.0438431575894356,0,0.0332878977060318,0.0060903481207788,0.0405274443328381,0.141356781125069,0.0180901624262333,0.858643233776093,0.203033253550529,0.0673516765236855,0.10498508810997,"both_18"
"32",34,0.673161208629608,0.432259172201157,0.152514547109604,0.334391385316849,0.00046724930871278,0.0182474218308926,1.01793975773035e-05,0.0288709793239832,0.101633548736572,0.0124837020412087,0.898366451263428,0.178514748811722,0.168584793806076,0.0171688068658113,"both_25"
"33",35,0,0.113501258194447,0.723185002803802,0.0056312782689929,0.262324720621109,0.0233159009367228,0.00442851521074772,0.282875776290894,0.239617064595222,0.00233559240587056,0.760382950305939,0.892533004283905,0.294558078050613,0.0133644575253129,"both_34"
"34",36,0.332536220550537,0.624384582042694,0.152443319559097,0.260816633701324,0.00115555222146213,0.00555045995861292,0.000474083703011274,0.0109794922173023,0.120125807821751,0.0916308611631393,0.879874169826508,0.177317306399345,0.0812679603695869,0.015371254645288,"both_38"
"35",37,0.405080020427704,0.629270792007446,0.167851284146309,0.15097713470459,0.0613761954009533,0.0215531792491674,9.50517278397456e-05,0.0215319842100143,0.079636462032795,0.0700072348117828,0.920363545417786,0.191478818655014,0.109268248081207,0.00592744955793023,"both_42"
"36",38,0.747806072235107,0.50077098608017,0.183702692389488,0.102177143096924,0,0.0124219357967377,0.000250916928052902,0.0300990808755159,0.112942442297935,0.0705986693501472,0.887057542800903,0.205640435218811,0.352753460407257,0.00152644258923829,"both_43"
"37",39,0.712917327880859,0.502362430095673,0.23737807571888,0.0480693131685257,0,0.0216517746448517,0.00023086805595085,0.0720629245042801,0.128010287880898,0.0589065961539745,0.871989727020264,0.260671705007553,0.353050738573074,0.00257196114398539,"both_49"
